fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality=3,quality=4,quality=5,quality=6,quality=7,quality=8
0.119,0.171,0.230,0.477,0.064,0.375,0.294,0.005,0.175,0.110,0.248,0,0,0,1,0,0
0.384,0.146,0.530,0.110,0.095,0.056,0.035,0.007,0.102,0.160,0.174,0,0,0,0,0,1
0.201,0.253,0.250,0.065,0.113,0.181,0.111,0.008,0.172,0.160,0.040,0,0,0,1,0,0
0.164,0.139,0.320,0.103,0.128,0.583,0.370,0.007,0.145,0.230,0.181,0,0,1,0,0,0
0.384,0.146,0.530,0.110,0.095,0.056,0.035,0.007,0.102,0.160,0.174,0,0,0,0,0,1
0.258,0.361,0.310,0.135,0.121,0.306,0.260,0.010,0.185,0.205,0.215,0,0,0,1,0,0
0.201,0.253,0.250,0.065,0.113,0.181,0.111,0.008,0.172,0.160,0.040,0,0,0,1,0,0
0.365,0.203,0.730,0.365,0.101,0.514,0.242,0.009,0.107,0.260,0.242,0,0,0,0,1,0
0.365,0.203,0.730,0.365,0.101,0.514,0.242,0.009,0.107,0.260,0.242,0,0,0,0,1,0
0.371,0.089,0.470,0.065,0.108,0.069,0.062,0.008,0.110,0.355,0.168,0,0,0,0,1,0
0.371,0.076,0.420,0.058,0.106,0.069,0.055,0.008,0.117,0.360,0.161,0,0,0,0,1,0
0.352,0.234,0.630,0.129,0.098,0.125,0.069,0.007,0.105,0.225,0.275,0,0,0,0,1,0
0.365,0.076,0.460,0.058,0.103,0.069,0.052,0.008,0.127,0.345,0.161,0,0,0,0,1,0
0.415,0.348,0.550,0.090,0.118,0.069,0.024,0.010,0.107,0.190,0.074,0,0,0,1,0,0
0.340,0.297,0.310,0.084,0.128,0.347,0.194,0.009,0.110,0.150,0.121,0,0,0,1,0,0
0.547,0.108,0.750,0.123,0.118,0.306,0.128,0.008,0.075,0.175,0.201,0,0,0,0,1,0
0.491,0.190,0.490,0.239,0.100,0.250,0.128,0.008,0.070,0.140,0.074,0,0,1,0,0,0
0.340,0.297,0.310,0.084,0.128,0.347,0.194,0.009,0.110,0.150,0.121,0,0,0,1,0,0
0.384,0.177,0.480,0.077,0.185,0.194,0.149,0.008,0.072,0.240,0.087,0,0,0,1,0,0
0.371,0.247,0.640,0.097,0.155,0.069,0.031,0.007,0.087,0.165,0.228,0,0,0,0,1,0
0.371,0.247,0.640,0.097,0.155,0.069,0.031,0.007,0.087,0.165,0.228,0,0,0,0,1,0
0.245,0.339,0.490,0.335,0.180,0.458,0.502,0.011,0.142,0.405,0.060,0,0,1,0,0,0
0.497,0.304,0.490,0.219,0.144,0.056,0.028,0.011,0.127,0.205,0.235,0,0,0,1,0,0
0.365,0.310,0.490,0.077,0.308,0.056,0.035,0.009,0.105,0.150,0.000,1,0,0,0,0,0
0.396,0.057,0.490,0.123,0.124,0.139,0.090,0.007,0.120,0.175,0.221,0,0,0,1,0,0
0.170,0.155,0.490,0.103,0.124,0.528,0.346,0.007,0.155,0.225,0.174,0,0,1,0,0,0
0.327,0.082,0.490,0.116,0.124,0.194,0.093,0.008,0.170,0.285,0.107,0,0,0,1,0,0
0.189,0.184,0.490,0.071,0.124,0.208,0.128,0.008,0.185,0.155,0.047,0,0,1,0,0,0
0.226,0.171,0.490,0.090,0.142,0.639,0.439,0.008,0.160,0.330,0.094,0,0,1,0,0,0
0.296,0.177,0.490,0.103,0.119,0.514,0.471,0.008,0.120,0.110,0.067,0,0,1,0,0,0
0.289,0.196,0.490,0.097,0.121,0.306,0.381,0.008,0.122,0.155,0.074,0,0,1,0,0,0
0.365,0.329,0.240,0.123,0.152,0.389,0.163,0.010,0.125,0.170,0.101,0,0,1,0,0,0
0.170,0.155,0.490,0.103,0.124,0.528,0.346,0.007,0.155,0.225,0.174,0,0,1,0,0,0
0.151,0.165,0.490,0.103,0.139,0.444,0.273,0.006,0.162,0.220,0.201,0,0,0,1,0,0
0.226,0.190,0.490,0.110,0.118,0.431,0.170,0.009,0.150,0.210,0.020,0,0,0,1,0,0
0.333,0.323,0.240,0.097,0.106,0.069,0.093,0.007,0.087,0.120,0.067,0,0,1,0,0,0
0.283,0.063,0.240,0.077,0.108,0.000,0.076,0.009,0.167,0.270,0.128,0,0,0,1,0,0
0.459,0.165,0.490,0.116,0.141,0.153,0.125,0.010,0.105,0.140,0.128,0,0,1,0,0,0
0.459,0.165,0.490,0.116,0.141,0.153,0.125,0.010,0.105,0.140,0.128,0,0,1,0,0,0
0.358,0.095,0.240,0.077,0.098,0.194,0.093,0.006,0.120,0.165,0.295,0,0,0,1,0,0
0.340,0.228,0.240,0.116,0.147,0.167,0.090,0.010,0.135,0.115,0.107,0,0,0,1,0,0
0.283,0.063,0.240,0.077,0.108,0.000,0.076,0.009,0.167,0.270,0.128,0,0,0,1,0,0
0.333,0.323,0.240,0.097,0.106,0.069,0.093,0.007,0.087,0.120,0.067,0,0,1,0,0,0
0.220,0.446,0.240,0.077,0.118,0.056,0.024,0.007,0.157,0.220,0.154,0,0,0,1,0,0
0.522,0.146,0.490,0.316,0.088,0.056,0.100,0.011,0.115,0.165,0.242,0,0,0,0,1,0
0.415,0.241,0.740,0.274,0.144,0.056,0.038,0.009,0.120,0.145,0.188,0,0,1,0,0,0
0.289,0.297,0.240,0.155,0.146,0.264,0.142,0.009,0.130,0.170,0.081,0,0,1,0,0,0
0.308,0.215,0.490,0.348,0.085,0.056,0.038,0.009,0.117,0.200,0.174,0,0,0,1,0,0
0.296,0.377,0.240,0.077,0.095,0.056,0.048,0.007,0.095,0.130,0.101,0,0,1,0,0,0
0.415,0.342,0.240,0.103,0.119,0.208,0.163,0.009,0.080,0.195,0.174,0,0,0,1,0,0
0.610,0.120,0.740,0.058,0.103,0.069,0.031,0.011,0.030,0.230,0.000,0,0,0,1,0,0
0.283,0.222,0.490,0.110,0.134,0.514,0.346,0.008,0.085,0.130,0.047,0,0,1,0,0,0
0.182,0.272,0.240,0.071,0.108,0.125,0.076,0.008,0.177,0.225,0.074,0,0,0,1,0,0
0.377,0.120,0.490,0.103,0.090,0.069,0.052,0.009,0.130,0.265,0.154,0,0,0,1,0,0
0.491,0.146,0.490,0.110,0.110,0.361,0.218,0.009,0.095,0.210,0.134,0,0,0,1,0,0
0.277,0.259,0.490,0.065,0.260,0.069,0.066,0.007,0.132,0.140,0.067,0,0,0,1,0,0
0.138,0.247,0.010,0.077,0.101,0.111,0.066,0.006,0.147,0.115,0.074,0,0,0,1,0,0
0.302,0.196,0.240,0.123,0.131,0.181,0.135,0.008,0.112,0.200,0.107,0,0,0,1,0,0
0.308,0.215,0.240,0.116,0.131,0.181,0.131,0.008,0.095,0.205,0.107,0,0,0,1,0,0
0.025,0.582,0.240,0.045,0.062,0.431,0.311,0.003,0.249,0.145,0.208,0,0,1,0,0,0
0.686,0.332,0.490,0.213,0.136,0.125,0.059,0.013,0.045,0.205,0.181,0,0,1,0,0,0
0.686,0.332,0.490,0.213,0.136,0.125,0.059,0.013,0.045,0.205,0.181,0,0,1,0,0,0
0.396,0.259,0.490,0.239,0.173,0.125,0.038,0.010,0.082,0.115,0.221,0,0,0,1,0,0
0.692,0.332,0.490,0.213,0.136,0.125,0.059,0.013,0.045,0.205,0.181,0,0,1,0,0,0
0.396,0.259,0.490,0.239,0.173,0.125,0.038,0.010,0.082,0.115,0.221,0,0,0,1,0,0
0.528,0.222,0.490,0.219,0.119,0.069,0.142,0.012,0.140,0.175,0.289,0,0,0,1,0,0
0.509,0.304,0.490,0.123,0.103,0.056,0.045,0.009,0.100,0.120,0.201,0,0,1,0,0,0
0.277,0.203,0.490,0.097,0.108,0.347,0.398,0.008,0.122,0.125,0.054,0,0,1,0,0,0
0.277,0.266,0.490,0.129,0.134,0.556,0.360,0.008,0.085,0.140,0.054,0,0,1,0,0,0
0.189,0.108,0.490,0.116,0.131,0.333,0.187,0.007,0.142,0.140,0.114,0,0,0,1,0,0
0.528,0.222,0.490,0.219,0.119,0.069,0.142,0.012,0.140,0.175,0.289,0,0,0,1,0,0
0.509,0.304,0.490,0.123,0.103,0.056,0.045,0.009,0.100,0.120,0.201,0,0,1,0,0,0
0.258,0.367,0.240,0.103,0.350,0.056,0.031,0.009,0.145,0.135,0.040,0,0,0,1,0,0
0.258,0.367,0.240,0.103,0.350,0.056,0.031,0.009,0.145,0.135,0.040,0,0,0,1,0,0
0.327,0.241,0.490,0.110,0.390,0.056,0.048,0.009,0.142,0.230,0.154,0,0,0,1,0,0
0.101,0.152,0.240,0.084,0.136,0.250,0.125,0.005,0.207,0.120,0.221,0,0,0,1,0,0
0.434,0.146,0.490,0.155,0.095,0.125,0.107,0.010,0.145,0.290,0.174,0,0,0,1,0,0
0.101,0.152,0.240,0.084,0.136,0.250,0.125,0.005,0.207,0.120,0.221,0,0,0,1,0,0
0.352,0.076,0.490,0.097,0.103,0.125,0.076,0.008,0.100,0.140,0.134,0,0,1,0,0,0
0.371,0.297,0.490,0.077,0.095,0.181,0.142,0.009,0.140,0.115,0.081,0,1,0,0,0,0
0.377,0.139,0.490,0.148,0.108,0.264,0.249,0.009,0.112,0.185,0.107,0,0,0,1,0,0
0.484,0.095,0.490,0.142,0.110,0.375,0.138,0.009,0.115,0.235,0.121,0,0,0,1,0,0
0.333,0.241,0.240,0.090,0.149,0.069,0.028,0.008,0.150,0.095,0.107,0,1,0,0,0,0
0.264,0.203,0.490,0.123,0.116,0.236,0.363,0.008,0.140,0.135,0.074,0,0,1,0,0,0
0.264,0.222,0.490,0.129,0.119,0.222,0.360,0.008,0.137,0.135,0.094,0,0,1,0,0,0
0.377,0.120,0.490,0.084,0.083,0.236,0.118,0.008,0.100,0.090,0.094,0,0,0,1,0,0
0.484,0.241,0.490,0.084,0.126,0.056,0.028,0.010,0.112,0.055,0.081,0,0,1,0,0,0
0.484,0.241,0.490,0.084,0.126,0.056,0.028,0.010,0.112,0.055,0.081,0,0,1,0,0,0
0.447,0.234,0.490,0.084,0.116,0.056,0.031,0.010,0.112,0.050,0.054,0,0,1,0,0,0
0.465,0.101,0.490,0.065,0.101,0.125,0.052,0.008,0.060,0.165,0.101,0,0,0,0,1,0
0.453,0.133,0.490,0.161,0.133,0.736,0.256,0.010,0.140,0.215,0.154,0,0,0,0,1,0
0.189,0.247,0.240,0.097,0.129,0.097,0.111,0.008,0.182,0.165,0.081,0,0,0,1,0,0
0.409,0.120,0.490,0.116,0.134,0.208,0.142,0.008,0.095,0.345,0.148,0,0,0,0,1,0
0.170,0.386,0.240,0.065,0.157,0.236,0.332,0.007,0.130,0.130,0.060,0,0,1,0,0,0
0.025,0.190,0.240,0.071,0.079,0.250,0.152,0.002,0.244,0.205,0.376,0,0,0,0,0,1
0.352,0.108,0.490,0.110,0.077,0.056,0.024,0.008,0.077,0.205,0.141,0,0,0,0,1,0
0.277,0.209,0.490,0.110,0.118,0.278,0.239,0.009,0.152,0.120,0.087,0,0,1,0,0,0
0.126,0.171,0.490,0.052,0.095,0.306,0.495,0.002,0.095,0.085,0.208,0,0,0,1,0,0
0.277,0.209,0.490,0.110,0.118,0.278,0.239,0.009,0.152,0.120,0.087,0,0,1,0,0,0
0.333,0.234,0.580,0.168,0.134,0.111,0.128,0.010,0.137,0.125,0.040,0,0,1,0,0,0
0.208,0.380,0.170,0.110,0.137,0.264,0.111,0.008,0.165,0.100,0.074,0,0,1,0,0,0
0.270,0.301,0.410,0.452,0.121,0.403,0.356,0.010,0.132,0.120,0.060,0,0,1,0,0,0
0.491,0.177,0.510,0.071,0.077,0.069,0.062,0.009,0.075,0.135,0.060,0,0,0,1,0,0
0.459,0.291,0.580,0.065,0.097,0.056,0.042,0.008,0.087,0.150,0.107,0,0,0,1,0,0
0.245,0.294,0.180,0.077,0.108,0.056,0.083,0.007,0.115,0.075,0.094,0,0,0,1,0,0
0.509,0.297,0.450,0.090,0.115,0.139,0.055,0.010,0.065,0.185,0.060,0,0,0,1,0,0
0.226,0.503,0.270,0.077,0.124,0.083,0.059,0.006,0.130,0.070,0.107,0,1,0,0,0,0
0.541,0.215,0.520,0.084,0.097,0.153,0.100,0.010,0.090,0.115,0.040,0,0,0,1,0,0
0.195,0.453,0.000,0.110,0.113,0.069,0.028,0.007,0.140,0.095,0.060,0,0,1,0,0,0
0.541,0.215,0.520,0.084,0.097,0.153,0.100,0.010,0.090,0.115,0.040,0,0,0,1,0,0
0.233,0.291,0.130,0.129,0.137,0.181,0.197,0.008,0.107,0.145,0.047,0,0,0,1,0,0
0.233,0.304,0.130,0.110,0.119,0.069,0.062,0.008,0.142,0.130,0.054,0,0,0,1,0,0
0.302,0.184,0.480,0.239,0.098,0.125,0.048,0.007,0.150,0.230,0.255,0,0,0,0,1,0
0.264,0.228,0.410,0.155,0.131,0.347,0.159,0.008,0.142,0.100,0.141,0,0,0,1,0,0
0.346,0.335,0.370,0.271,0.160,0.139,0.204,0.012,0.145,0.155,0.134,0,0,0,1,0,0
0.107,0.152,0.190,0.148,0.103,0.194,0.114,0.006,0.204,0.095,0.289,0,0,0,1,0,0
0.264,0.076,0.540,0.103,0.116,0.333,0.176,0.008,0.162,0.105,0.054,0,0,1,0,0,0
0.541,0.165,0.550,0.116,0.113,0.056,0.035,0.010,0.060,0.105,0.067,0,0,1,0,0,0
0.182,0.329,0.000,0.097,0.106,0.236,0.080,0.006,0.145,0.135,0.107,0,0,0,1,0,0
0.226,0.171,0.380,0.039,0.075,0.125,0.080,0.006,0.130,0.205,0.094,0,0,1,0,0,0
0.289,0.402,0.180,0.084,0.223,0.125,0.336,0.007,0.032,0.515,0.121,0,0,0,1,0,0
0.314,0.304,0.500,0.090,0.110,0.375,0.225,0.010,0.190,0.120,0.087,0,0,1,0,0,0
0.314,0.304,0.500,0.090,0.110,0.375,0.225,0.010,0.190,0.120,0.087,0,0,1,0,0,0
0.434,0.120,0.510,0.084,0.110,0.181,0.076,0.008,0.072,0.300,0.094,0,0,0,1,0,0
0.428,0.215,0.500,0.116,0.180,0.042,0.038,0.010,0.097,0.185,0.121,0,0,1,0,0,0
0.421,0.158,0.410,0.090,0.124,0.069,0.035,0.009,0.087,0.235,0.060,0,0,1,0,0,0
0.233,0.266,0.240,0.161,0.105,0.208,0.367,0.008,0.132,0.140,0.067,0,0,1,0,0,0
0.226,0.278,0.230,0.161,0.108,0.181,0.339,0.008,0.135,0.145,0.067,0,0,1,0,0,0
0.340,0.291,0.220,0.065,0.111,0.111,0.090,0.007,0.097,0.110,0.074,0,0,1,0,0,0
0.208,0.247,0.250,0.129,0.106,0.278,0.135,0.007,0.187,0.315,0.248,0,0,0,1,0,0
0.138,0.361,0.000,0.303,0.183,0.278,0.180,0.010,0.180,0.195,0.121,0,0,1,0,0,0
0.138,0.361,0.000,0.303,0.183,0.278,0.180,0.010,0.180,0.195,0.121,0,0,1,0,0,0
0.264,0.304,0.290,0.084,0.141,0.056,0.031,0.009,0.155,0.080,0.047,0,0,1,0,0,0
0.264,0.304,0.290,0.084,0.141,0.056,0.031,0.009,0.155,0.080,0.047,0,0,1,0,0,0
0.258,0.266,0.260,0.103,0.139,0.083,0.087,0.008,0.132,0.135,0.060,0,0,0,1,0,0
0.189,0.358,0.230,0.090,0.162,0.264,0.270,0.006,0.117,0.140,0.060,0,0,1,0,0,0
0.258,0.266,0.260,0.103,0.139,0.083,0.087,0.008,0.132,0.135,0.060,0,0,0,1,0,0
0.365,0.101,0.540,0.116,0.152,0.056,0.045,0.009,0.127,0.150,0.074,0,0,1,0,0,0
0.189,0.184,0.140,0.135,0.123,0.278,0.128,0.006,0.145,0.120,0.141,0,0,0,1,0,0
0.346,0.516,0.220,0.161,0.152,0.139,0.277,0.011,0.172,0.155,0.195,0,1,0,0,0,0
0.208,0.146,0.210,0.065,0.100,0.625,0.332,0.006,0.132,0.125,0.074,0,0,1,0,0,0
0.258,0.456,0.000,0.032,0.087,0.319,0.093,0.005,0.132,0.110,0.087,0,0,1,0,0,0
0.314,0.481,0.280,0.097,0.121,0.403,0.488,0.008,0.125,0.100,0.067,0,0,1,0,0,0
0.308,0.484,0.270,0.090,0.118,0.417,0.481,0.008,0.125,0.100,0.067,0,0,1,0,0,0
0.195,0.503,0.120,0.084,0.214,0.083,0.059,0.006,0.152,0.160,0.121,0,0,0,0,1,0
0.270,0.108,0.350,0.065,0.090,0.333,0.176,0.007,0.110,0.515,0.128,0,0,0,1,0,0
0.333,0.266,0.450,0.090,0.097,0.208,0.118,0.009,0.162,0.145,0.067,0,0,1,0,0,0
0.308,0.297,0.440,0.090,0.097,0.278,0.215,0.009,0.180,0.150,0.074,0,0,1,0,0,0
0.333,0.266,0.450,0.090,0.097,0.208,0.118,0.009,0.162,0.145,0.067,0,0,1,0,0,0
0.308,0.297,0.440,0.090,0.097,0.278,0.215,0.009,0.180,0.150,0.074,0,0,1,0,0,0
0.333,0.266,0.450,0.090,0.097,0.208,0.118,0.009,0.162,0.145,0.067,0,0,1,0,0,0
0.201,0.329,0.100,0.329,0.169,0.056,0.017,0.008,0.157,0.180,0.114,0,0,0,0,1,0
0.170,0.348,0.050,0.174,0.155,0.069,0.048,0.007,0.165,0.150,0.114,0,0,1,0,0,0
0.233,0.459,0.010,0.084,0.095,0.056,0.028,0.007,0.145,0.125,0.174,0,1,0,0,0,0
0.258,0.228,0.300,0.123,0.088,0.125,0.076,0.006,0.147,0.170,0.188,0,0,0,0,1,0
0.132,0.190,0.270,0.497,0.092,0.319,0.491,0.005,0.105,0.120,0.195,0,0,0,1,0,0
0.384,0.196,0.390,0.084,0.154,0.097,0.090,0.008,0.037,0.085,0.081,0,0,1,0,0,0
0.327,0.481,0.250,0.103,0.151,0.472,0.516,0.011,0.167,0.170,0.188,0,0,1,0,0,0
0.711,0.152,0.650,0.426,0.137,0.292,0.225,0.008,0.060,0.255,0.436,0,0,1,0,0,0
0.302,0.133,0.590,0.123,0.110,0.111,0.083,0.008,0.095,0.105,0.242,0,0,0,1,0,0
0.252,0.222,0.470,0.097,0.101,0.083,0.080,0.008,0.085,0.065,0.074,0,0,1,0,0,0
0.321,0.272,0.170,0.129,0.123,0.264,0.163,0.010,0.100,0.140,0.067,0,0,1,0,0,0
0.384,0.196,0.390,0.084,0.154,0.097,0.090,0.008,0.037,0.085,0.081,0,0,1,0,0,0
0.465,0.241,0.590,0.032,0.100,0.306,0.125,0.008,0.045,0.175,0.141,0,0,0,0,1,0
0.164,0.253,0.070,0.032,0.101,0.056,0.048,0.007,0.145,0.240,0.081,0,0,0,1,0,0
0.157,0.456,0.020,0.226,0.137,0.056,0.024,0.007,0.167,0.120,0.174,0,1,0,0,0,0
0.164,0.253,0.070,0.032,0.101,0.056,0.048,0.007,0.145,0.240,0.081,0,0,0,1,0,0
0.182,0.190,0.310,0.045,0.111,0.194,0.125,0.008,0.142,0.155,0.040,0,0,1,0,0,0
0.164,0.285,0.060,0.045,0.105,0.111,0.073,0.007,0.155,0.185,0.081,0,0,0,1,0,0
0.346,0.101,0.460,0.058,0.062,0.056,0.024,0.007,0.075,0.230,0.121,0,0,0,1,0,0
0.472,0.177,0.520,0.071,0.131,0.194,0.166,0.010,0.072,0.165,0.121,0,0,1,0,0,0
0.302,0.297,0.140,0.071,0.118,0.333,0.145,0.008,0.100,0.115,0.087,0,0,1,0,0,0
0.233,0.234,0.360,0.058,0.344,0.069,0.035,0.008,0.110,0.135,0.074,0,0,0,1,0,0
0.421,0.139,0.450,0.071,0.115,0.069,0.031,0.009,0.050,0.165,0.054,0,0,0,1,0,0
0.340,0.386,0.430,0.090,0.077,0.194,0.087,0.007,0.102,0.120,0.174,0,0,1,0,0,0
0.421,0.139,0.450,0.071,0.115,0.069,0.031,0.009,0.050,0.165,0.054,0,0,0,1,0,0
0.145,0.177,0.240,0.103,0.116,0.403,0.135,0.006,0.130,0.125,0.107,0,0,1,0,0,0
0.226,0.386,0.210,0.052,0.101,0.056,0.024,0.007,0.115,0.095,0.074,0,0,1,0,0,0
0.327,0.709,0.340,0.071,0.110,0.431,0.502,0.008,0.102,0.100,0.074,0,0,1,0,0,0
0.226,0.386,0.210,0.052,0.101,0.056,0.024,0.007,0.115,0.095,0.074,0,0,1,0,0,0
0.390,0.177,0.410,0.084,0.118,0.083,0.038,0.008,0.085,0.170,0.060,0,0,0,1,0,0
0.296,0.184,0.390,0.084,0.085,0.153,0.087,0.008,0.130,0.160,0.121,0,0,1,0,0,0
0.390,0.177,0.410,0.084,0.118,0.083,0.038,0.008,0.085,0.170,0.060,0,0,0,1,0,0
0.252,0.430,0.110,0.090,0.118,0.153,0.087,0.008,0.165,0.075,0.101,0,0,1,0,0,0
0.233,0.418,0.100,0.110,0.113,0.611,0.280,0.008,0.185,0.100,0.107,0,0,1,0,0,0
0.390,0.089,0.450,0.155,0.079,0.264,0.149,0.007,0.097,0.105,0.081,0,0,1,0,0,0
0.547,0.196,0.580,0.065,0.095,0.194,0.118,0.010,0.080,0.080,0.040,0,0,1,0,0,0
0.214,0.209,0.230,0.084,0.134,0.208,0.080,0.006,0.117,0.080,0.121,0,0,0,1,0,0
0.245,0.215,0.310,0.087,0.108,0.431,0.180,0.008,0.147,0.105,0.094,0,0,1,0,0,0
0.220,0.418,0.230,0.110,0.077,0.056,0.031,0.007,0.157,0.115,0.195,0,0,1,0,0,0
0.327,0.544,0.320,0.090,0.108,0.472,0.505,0.008,0.127,0.075,0.067,0,0,1,0,0,0
0.220,0.418,0.230,0.110,0.077,0.056,0.031,0.007,0.157,0.115,0.195,0,0,1,0,0,0
0.157,0.335,0.180,0.058,0.095,0.167,0.118,0.007,0.175,0.135,0.047,0,0,1,0,0,0
0.283,0.329,0.230,0.142,0.136,0.167,0.111,0.010,0.135,0.130,0.087,0,0,1,0,0,0
0.195,0.342,0.040,0.045,0.044,0.042,0.010,0.006,0.165,0.070,0.067,0,0,1,0,0,0
0.220,0.165,0.480,0.058,0.237,0.056,0.038,0.008,0.140,0.360,0.067,0,0,1,0,0,0
0.176,0.674,0.000,0.216,0.139,0.056,0.028,0.007,0.222,0.105,0.154,1,0,0,0,0,0
0.289,0.506,0.240,0.110,0.123,0.153,0.301,0.010,0.185,0.105,0.094,0,0,1,0,0,0
0.252,0.234,0.510,0.071,0.671,0.208,0.194,0.008,0.072,0.420,0.040,0,0,1,0,0,0
0.277,0.228,0.320,0.123,0.118,0.278,0.401,0.008,0.145,0.145,0.067,0,0,1,0,0,0
0.277,0.222,0.310,0.116,0.118,0.319,0.412,0.008,0.142,0.140,0.067,0,0,1,0,0,0
0.031,0.222,0.020,0.026,0.036,0.236,0.131,0.002,0.289,0.145,0.295,0,0,0,1,0,0
0.151,0.335,0.020,0.077,0.088,0.097,0.066,0.007,0.182,0.170,0.074,0,0,0,1,0,0
0.151,0.335,0.020,0.077,0.088,0.097,0.066,0.007,0.182,0.170,0.074,0,0,0,1,0,0
0.302,0.313,0.280,0.148,0.123,0.236,0.228,0.010,0.142,0.100,0.087,0,0,1,0,0,0
0.453,0.165,0.550,0.077,0.097,0.056,0.045,0.008,0.092,0.145,0.161,0,0,0,1,0,0
0.377,0.570,0.430,0.129,0.105,0.347,0.284,0.008,0.085,0.120,0.114,0,0,0,1,0,0
0.151,0.335,0.020,0.077,0.088,0.097,0.066,0.007,0.182,0.170,0.074,0,0,0,1,0,0
0.151,0.329,0.020,0.077,0.090,0.111,0.059,0.007,0.182,0.170,0.067,0,0,0,1,0,0
0.182,0.165,0.480,0.110,0.100,0.292,0.270,0.007,0.145,0.185,0.081,0,1,0,0,0,0
0.283,0.408,0.040,0.045,0.108,0.042,0.028,0.008,0.137,0.105,0.087,0,1,0,0,0,0
0.239,0.579,0.150,0.329,0.100,0.139,0.166,0.009,0.157,0.080,0.101,0,0,1,0,0,0
0.151,0.418,0.080,0.071,0.133,0.125,0.045,0.006,0.165,0.070,0.107,0,0,1,0,0,0
0.176,0.234,0.190,0.135,0.106,0.208,0.107,0.007,0.157,0.090,0.141,0,0,1,0,0,0
0.201,0.269,0.120,0.103,0.092,0.139,0.100,0.006,0.150,0.140,0.215,0,0,0,1,0,0
0.321,0.120,0.470,0.045,0.082,0.167,0.093,0.008,0.132,0.165,0.107,0,0,0,1,0,0
0.377,0.573,0.430,0.123,0.111,0.278,0.270,0.008,0.080,0.120,0.114,0,0,1,0,0,0
0.270,0.282,0.340,0.135,0.133,0.208,0.367,0.010,0.160,0.140,0.074,0,0,1,0,0,0
0.258,0.361,0.000,0.148,0.118,0.167,0.093,0.009,0.155,0.060,0.067,0,0,1,0,0,0
0.214,0.196,0.360,0.090,0.103,0.125,0.145,0.008,0.150,0.065,0.067,0,0,1,0,0,0
0.333,0.392,0.280,0.110,0.108,0.278,0.246,0.008,0.135,0.090,0.094,0,0,1,0,0,0
0.164,0.234,0.180,0.116,0.093,0.167,0.097,0.007,0.137,0.075,0.054,0,0,0,1,0,0
0.214,0.196,0.360,0.090,0.103,0.125,0.145,0.008,0.150,0.065,0.067,0,0,1,0,0,0
0.189,0.215,0.110,0.110,0.110,0.153,0.149,0.007,0.117,0.120,0.107,0,0,1,0,0,0
0.239,0.278,0.040,0.071,0.115,0.125,0.055,0.008,0.120,0.055,0.081,0,0,1,0,0,0
0.157,0.342,0.000,0.194,0.121,0.222,0.135,0.008,0.180,0.105,0.074,0,0,1,0,0,0
0.239,0.278,0.040,0.071,0.115,0.125,0.055,0.008,0.120,0.055,0.081,0,0,1,0,0,0
0.270,0.228,0.240,0.126,0.134,0.472,0.346,0.008,0.090,0.100,0.054,0,0,1,0,0,0
0.189,0.190,0.080,0.116,0.118,0.194,0.145,0.007,0.117,0.130,0.107,0,0,1,0,0,0
0.157,0.120,0.300,0.084,0.067,0.486,0.419,0.006,0.050,0.645,0.074,0,0,1,0,0,0
0.182,0.630,0.100,0.142,0.121,0.056,0.021,0.006,0.200,0.135,0.188,0,1,0,0,0,0
0.277,0.342,0.170,0.135,0.106,0.056,0.024,0.008,0.137,0.110,0.134,0,0,1,0,0,0
0.220,0.380,0.090,0.123,0.118,0.236,0.149,0.009,0.172,0.195,0.181,0,0,0,1,0,0
0.113,0.285,0.020,0.058,0.090,0.042,0.017,0.007,0.180,0.175,0.074,0,0,1,0,0,0
0.113,0.285,0.020,0.058,0.090,0.042,0.017,0.007,0.180,0.175,0.074,0,0,1,0,0,0
0.113,0.472,0.030,0.148,0.097,0.361,0.180,0.005,0.217,0.080,0.289,0,0,0,1,0,0
0.308,0.272,0.660,0.090,0.614,0.153,0.107,0.008,0.107,0.170,0.081,0,0,1,0,0,0
0.270,0.478,0.130,0.165,0.124,0.042,0.028,0.009,0.175,0.095,0.208,0,0,1,0,0,0
0.170,0.453,0.030,0.077,0.131,0.125,0.045,0.007,0.162,0.070,0.081,0,0,1,0,0,0
0.151,0.209,0.340,0.116,0.115,0.208,0.228,0.008,0.202,0.135,0.074,0,0,1,0,0,0
0.195,0.278,0.200,0.071,0.103,0.111,0.114,0.009,0.185,0.145,0.060,0,0,1,0,0,0
0.195,0.535,0.100,0.077,0.164,0.139,0.055,0.006,0.130,0.085,0.074,0,0,1,0,0,0
0.195,0.535,0.100,0.077,0.164,0.139,0.055,0.006,0.130,0.085,0.074,0,0,1,0,0,0
0.226,0.297,0.000,0.103,0.133,0.250,0.180,0.010,0.190,0.160,0.060,0,0,0,1,0,0
0.277,0.215,0.230,0.123,0.131,0.375,0.339,0.008,0.090,0.115,0.054,0,0,1,0,0,0
0.277,0.361,0.000,0.097,0.124,0.250,0.111,0.009,0.152,0.135,0.060,0,0,1,0,0,0
0.233,0.405,0.290,0.213,0.103,0.153,0.035,0.006,0.177,0.175,0.208,0,0,0,1,0,0
0.289,0.259,0.240,0.110,0.108,0.375,0.460,0.008,0.117,0.120,0.074,0,0,1,0,0,0
